Serial_No,order_id,customer_id,order_date,Month,Category,total_amount,status,region,payment_method,Revenue_Check(IF),Region_VLookup
4406,3762,8015,2023-12-05,2023-12,North,"1,218.47",Completed,North,PayPal,Valid,North
4407,3995,2640,2023-12-05,2023-12,Central,678.12,Completed,Central,Credit Card,Valid,Central
4408,4143,5400,2023-12-05,2023-12,West,"1,325.76",Completed,West,Credit Card,Valid,West
4409,4243,8061,2023-12-05,2023-12,West,"1,068.75",Completed,West,Debit Card,Valid,West
4410,4268,757,2023-12-05,2023-12,West,"1,169.00",Completed,West,Apple Pay,Valid,West
4411,4287,3010,2023-12-05,2023-12,North,623.01,Completed,North,Credit Card,Valid,North
4412,4391,6378,2023-12-05,2023-12,Central,156.65,Completed,Central,Debit Card,Valid,Central
4413,4393,9493,2023-12-05,2023-12,West,968.43,Completed,West,Debit Card,Valid,West
4414,4421,7279,2023-12-05,2023-12,South,"3,386.73",Completed,South,Credit Card,Valid,South
4415,4435,5712,2023-12-05,2023-12,Central,748.30,Completed,Central,Debit Card,Valid,Central
4416,4554,9163,2023-12-05,2023-12,North,869.14,Completed,North,Debit Card,Valid,North
4417,4700,4580,2023-12-05,2023-12,South,"1,573.55",Completed,South,Credit Card,Valid,South
4418,4710,4682,2023-12-05,2023-12,South,"1,684.42",Completed,South,Debit Card,Valid,South
4419,329,3869,2023-12-06,2023-12,North,"2,074.23",Completed,North,Debit Card,Valid,North
4420,364,3123,2023-12-06,2023-12,South,"2,288.57",Completed,South,PayPal,Valid,South
4421,393,7658,2023-12-06,2023-12,West,313.65,Completed,West,PayPal,Valid,West
4422,456,6526,2023-12-06,2023-12,East,"3,366.93",Cancelled,East,Debit Card,Valid,East
4423,478,4856,2023-12-06,2023-12,South,401.69,Completed,South,Apple Pay,Valid,South
4424,585,7159,2023-12-06,2023-12,Central,196.53,Completed,Central,PayPal,Valid,Central
4425,732,96,2023-12-06,2023-12,South,654.86,Completed,South,Debit Card,Valid,South
4426,1325,6621,2023-12-06,2023-12,West,"1,448.73",Completed,West,Apple Pay,Valid,West
4427,1352,1348,2023-12-06,2023-12,Central,332.65,Cancelled,Central,Apple Pay,Valid,Central
4428,1575,3659,2023-12-06,2023-12,North,"2,651.18",Completed,North,PayPal,Valid,North
4429,2337,5302,2023-12-06,2023-12,East,"1,257.96",Completed,East,Debit Card,Valid,East
4430,2457,5297,2023-12-06,2023-12,South,870.94,Completed,South,PayPal,Valid,South
4431,2647,7175,2023-12-06,2023-12,East,323.68,Completed,East,PayPal,Valid,East
4432,2850,3825,2023-12-06,2023-12,South,"3,875.74",Completed,South,Credit Card,Valid,South
4433,3184,4373,2023-12-06,2023-12,South,73.61,Completed,South,PayPal,Valid,South
4434,3372,2674,2023-12-06,2023-12,Unknown,468.13,Completed,Unknown,Debit Card,Valid,Unknown
4435,3658,5338,2023-12-06,2023-12,East,"2,279.91",Completed,East,Debit Card,Valid,East
4436,3683,9301,2023-12-06,2023-12,West,439.19,Completed,West,Debit Card,Valid,West
4437,3828,594,2023-12-06,2023-12,South,"1,093.66",Completed,South,Apple Pay,Valid,South
4438,3850,3157,2023-12-06,2023-12,West,898.73,Completed,West,PayPal,Valid,West
4439,4390,6151,2023-12-06,2023-12,West,"1,329.85",Completed,West,Apple Pay,Valid,West
4440,4407,1059,2023-12-06,2023-12,South,"1,072.43",Completed,South,Credit Card,Valid,South
4441,4701,1258,2023-12-06,2023-12,South,100.33,Completed,South,Credit Card,Valid,South
4442,4767,6553,2023-12-06,2023-12,East,"3,991.44",Completed,East,PayPal,Valid,East
4443,4976,7388,2023-12-06,2023-12,East,187.89,Completed,East,PayPal,Valid,East
4444,146,6045,2023-12-07,2023-12,East,"8,831.20",Completed,East,Debit Card,Valid,East
4445,366,619,2023-12-07,2023-12,West,313.30,Completed,West,Debit Card,Valid,West
4446,587,6174,2023-12-07,2023-12,South,"3,253.22",Completed,South,Debit Card,Valid,South
4447,1179,7739,2023-12-07,2023-12,East,"1,942.27",Completed,East,Credit Card,Valid,East
4448,1727,1682,2023-12-07,2023-12,West,352.84,Completed,West,Debit Card,Valid,West
4449,1798,9437,2023-12-07,2023-12,South,232.17,Completed,South,Apple Pay,Valid,South
4450,1943,3547,2023-12-07,2023-12,West,280.61,Completed,West,Debit Card,Valid,West
4451,2157,1821,2023-12-07,2023-12,South,"3,085.16",Completed,South,Debit Card,Valid,South
4452,2215,8978,2023-12-07,2023-12,South,"1,121.53",Completed,South,Debit Card,Valid,South
4453,2369,835,2023-12-07,2023-12,Central,"1,199.81",Completed,Central,Apple Pay,Valid,Central
4454,2680,5168,2023-12-07,2023-12,West,"1,995.72",Completed,West,Debit Card,Valid,West
4455,2687,6170,2023-12-07,2023-12,West,194.21,Completed,West,Credit Card,Valid,West
4456,2705,1608,2023-12-07,2023-12,North,"2,074.65",Completed,North,Apple Pay,Valid,North
4457,2750,6437,2023-12-07,2023-12,North,"2,195.36",Completed,North,Apple Pay,Valid,North
4458,3015,3454,2023-12-07,2023-12,East,"2,016.04",Returned,East,Apple Pay,Valid,East
4459,3277,8741,2023-12-07,2023-12,West,928.58,Completed,West,Debit Card,Valid,West
4460,3310,8657,2023-12-07,2023-12,Central,228.45,Completed,Central,PayPal,Valid,Central
4461,3337,2136,2023-12-07,2023-12,South,423.91,Completed,South,Credit Card,Valid,South
4462,3480,7087,2023-12-07,2023-12,Central,"2,001.06",Completed,Central,Credit Card,Valid,Central
4463,3547,4018,2023-12-07,2023-12,South,"4,289.57",Completed,South,PayPal,Valid,South
4464,3867,8963,2023-12-07,2023-12,South,"1,349.51",Completed,South,Apple Pay,Valid,South
4465,3905,344,2023-12-07,2023-12,North,"4,795.80",Completed,North,PayPal,Valid,North
4466,4325,7087,2023-12-07,2023-12,Central,296.31,Completed,Central,Credit Card,Valid,Central
4467,4377,7117,2023-12-07,2023-12,West,255.79,Completed,West,Apple Pay,Valid,West
4468,4775,9200,2023-12-07,2023-12,Central,"1,855.98",Completed,Central,Debit Card,Valid,Central
4469,101,3128,2023-12-08,2023-12,North,"2,791.45",Completed,North,Credit Card,Valid,North
4470,480,7909,2023-12-08,2023-12,North,897.32,Completed,North,Debit Card,Valid,North
4471,659,7099,2023-12-08,2023-12,West,"1,022.22",Completed,West,Debit Card,Valid,West
4472,886,7164,2023-12-08,2023-12,West,"1,467.64",Completed,West,Debit Card,Valid,West
4473,921,5559,2023-12-08,2023-12,West,"1,786.41",Completed,West,Apple Pay,Valid,West
4474,1029,8239,2023-12-08,2023-12,South,"1,832.33",Completed,South,Apple Pay,Valid,South
4475,1030,443,2023-12-08,2023-12,North,"1,129.10",Completed,North,Apple Pay,Valid,North
4476,1080,5873,2023-12-08,2023-12,Central,"2,993.91",Completed,Central,Credit Card,Valid,Central
4477,1130,6061,2023-12-08,2023-12,West,"1,289.02",Completed,West,Apple Pay,Valid,West
4478,1328,6710,2023-12-08,2023-12,South,459.12,Completed,South,PayPal,Valid,South
4479,1605,1739,2023-12-08,2023-12,Central,414.24,Completed,Central,Credit Card,Valid,Central
4480,1910,4362,2023-12-08,2023-12,Central,"1,599.62",Completed,Central,Apple Pay,Valid,Central
4481,2010,59,2023-12-08,2023-12,West,"2,087.90",Completed,West,PayPal,Valid,West
4482,2400,6696,2023-12-08,2023-12,East,"2,444.09",Completed,East,Debit Card,Valid,East
4483,2607,5422,2023-12-08,2023-12,South,"1,757.46",Completed,South,Debit Card,Valid,South
4484,3093,1814,2023-12-08,2023-12,East,"12,736.90",Completed,East,Debit Card,Valid,East
4485,3210,5852,2023-12-08,2023-12,West,788.31,Completed,West,PayPal,Valid,West
4486,3288,8691,2023-12-08,2023-12,Central,"2,086.72",Returned,Central,Apple Pay,Valid,Central
4487,3365,18,2023-12-08,2023-12,West,"2,399.90",Completed,West,Credit Card,Valid,West
4488,3519,1056,2023-12-08,2023-12,West,"2,612.24",Cancelled,West,Apple Pay,Valid,West
4489,3966,3109,2023-12-08,2023-12,South,"2,239.71",Completed,South,Apple Pay,Valid,South
4490,4186,3034,2023-12-08,2023-12,West,"1,008.02",Completed,West,Apple Pay,Valid,West
4491,4732,2132,2023-12-08,2023-12,West,"1,816.72",Completed,West,Credit Card,Valid,West
4492,4908,6372,2023-12-08,2023-12,West,"5,085.27",Completed,West,PayPal,Valid,West
4493,233,9461,2023-12-09,2023-12,East,703.18,Completed,East,Apple Pay,Valid,East
4494,808,5848,2023-12-09,2023-12,South,"1,066.02",Completed,South,PayPal,Valid,South
4495,930,1372,2023-12-09,2023-12,Central,"1,339.03",Completed,Central,Apple Pay,Valid,Central
4496,1149,5914,2023-12-09,2023-12,West,820.77,Completed,West,Credit Card,Valid,West
4497,1580,3583,2023-12-09,2023-12,South,400.23,Cancelled,South,PayPal,Valid,South
4498,1748,6744,2023-12-09,2023-12,Central,"1,876.51",Completed,Central,Apple Pay,Valid,Central
4499,2453,4493,2023-12-09,2023-12,South,"1,547.85",Completed,South,Apple Pay,Valid,South
4500,2519,4169,2023-12-09,2023-12,West,"2,870.90",Completed,West,Debit Card,Valid,West
4501,2601,4292,2023-12-09,2023-12,South,487.37,Completed,South,PayPal,Valid,South
4502,2653,7109,2023-12-09,2023-12,North,"1,038.93",Completed,North,Apple Pay,Valid,North
4503,3046,5771,2023-12-09,2023-12,North,414.24,Completed,North,PayPal,Valid,North
4504,3084,6452,2023-12-09,2023-12,Central,30.63,Completed,Central,PayPal,Valid,Central
4505,3165,1099,2023-12-09,2023-12,Central,987.20,Completed,Central,Apple Pay,Valid,Central
4506,3606,804,2023-12-09,2023-12,South,618.93,Completed,South,Apple Pay,Valid,South
4507,3721,4442,2023-12-09,2023-12,North,497.83,Completed,North,Apple Pay,Valid,North
4508,3974,6758,2023-12-09,2023-12,North,"1,300.97",Completed,North,Debit Card,Valid,North
4509,4497,9586,2023-12-09,2023-12,East,981.96,Completed,East,Credit Card,Valid,East
4510,4552,129,2023-12-09,2023-12,South,766.48,Completed,South,Debit Card,Valid,South
4511,4714,7681,2023-12-09,2023-12,West,435.69,Completed,West,Apple Pay,Valid,West
4512,4739,220,2023-12-09,2023-12,Central,"1,909.72",Completed,Central,Apple Pay,Valid,Central
4513,354,5591,2023-12-10,2023-12,West,661.00,Cancelled,West,Debit Card,Valid,West
4514,359,2395,2023-12-10,2023-12,West,971.78,Completed,West,Debit Card,Valid,West
4515,566,6489,2023-12-10,2023-12,South,890.61,Returned,South,Credit Card,Valid,South
4516,597,4266,2023-12-10,2023-12,South,"1,982.55",Completed,South,Debit Card,Valid,South
4517,657,2612,2023-12-10,2023-12,West,"2,381.13",Completed,West,Apple Pay,Valid,West
4518,695,682,2023-12-10,2023-12,East,"1,850.73",Completed,East,Apple Pay,Valid,East
4519,922,8895,2023-12-10,2023-12,East,"1,813.55",Completed,East,Credit Card,Valid,East
4520,1077,4716,2023-12-10,2023-12,West,"1,417.10",Completed,West,PayPal,Valid,West
4521,1610,3899,2023-12-10,2023-12,West,"2,050.21",Completed,West,Credit Card,Valid,West
4522,1736,3534,2023-12-10,2023-12,Central,313.65,Completed,Central,PayPal,Valid,Central
4523,1954,9176,2023-12-10,2023-12,East,509.83,Completed,East,PayPal,Valid,East
4524,2233,4917,2023-12-10,2023-12,East,157.92,Completed,East,Apple Pay,Valid,East
4525,2244,6838,2023-12-10,2023-12,South,120.27,Completed,South,Apple Pay,Valid,South
4526,2469,8422,2023-12-10,2023-12,West,274.83,Cancelled,West,Credit Card,Valid,West
4527,2527,5621,2023-12-10,2023-12,Central,"1,569.26",Completed,Central,Credit Card,Valid,Central
4528,3047,2246,2023-12-10,2023-12,South,318.02,Completed,South,Debit Card,Valid,South
4529,3066,8049,2023-12-10,2023-12,North,913.39,Completed,North,Debit Card,Valid,North
4530,3237,3835,2023-12-10,2023-12,North,"3,012.22",Completed,North,Apple Pay,Valid,North
4531,3811,5804,2023-12-10,2023-12,East,885.80,Completed,East,Debit Card,Valid,East
4532,4075,4460,2023-12-10,2023-12,East,266.31,Completed,East,Apple Pay,Valid,East
4533,4078,4924,2023-12-10,2023-12,Central,493.21,Completed,Central,Credit Card,Valid,Central
4534,4199,4685,2023-12-10,2023-12,North,"1,554.74",Completed,North,Apple Pay,Valid,North
4535,4310,8993,2023-12-10,2023-12,Central,332.91,Completed,Central,Apple Pay,Valid,Central
4536,4630,5285,2023-12-10,2023-12,West,198.89,Completed,West,Apple Pay,Valid,West
4537,4692,7457,2023-12-10,2023-12,Central,"1,866.51",Completed,Central,Apple Pay,Valid,Central
4538,4951,1242,2023-12-10,2023-12,West,"2,451.62",Completed,West,Apple Pay,Valid,West
4539,47,2518,2023-12-11,2023-12,South,755.08,Completed,South,Credit Card,Valid,South
4540,187,6762,2023-12-11,2023-12,North,"1,911.37",Completed,North,Credit Card,Valid,North
4541,274,1735,2023-12-11,2023-12,Central,"1,683.41",Completed,Central,PayPal,Valid,Central
4542,321,3510,2023-12-11,2023-12,West,"1,473.10",Completed,West,PayPal,Valid,West
4543,590,8999,2023-12-11,2023-12,South,413.98,Completed,South,Apple Pay,Valid,South
4544,615,7474,2023-12-11,2023-12,Central,"1,615.41",Completed,Central,PayPal,Valid,Central
4545,699,7260,2023-12-11,2023-12,West,"1,666.77",Completed,West,Apple Pay,Valid,West
4546,1279,2630,2023-12-11,2023-12,North,638.10,Completed,North,Apple Pay,Valid,North
4547,1518,8081,2023-12-11,2023-12,East,448.66,Completed,East,Credit Card,Valid,East
4548,1815,8345,2023-12-11,2023-12,Central,301.80,Completed,Central,Apple Pay,Valid,Central
4549,2119,2998,2023-12-11,2023-12,South,579.60,Completed,South,PayPal,Valid,South
4550,2525,78,2023-12-11,2023-12,East,"1,146.95",Completed,East,PayPal,Valid,East
4551,2916,6326,2023-12-11,2023-12,East,339.07,Completed,East,Credit Card,Valid,East
4552,2921,3732,2023-12-11,2023-12,Central,967.11,Completed,Central,Debit Card,Valid,Central
4553,2931,5644,2023-12-11,2023-12,Unknown,410.89,Completed,Unknown,Credit Card,Valid,Unknown
4554,3650,7430,2023-12-11,2023-12,South,602.30,Completed,South,Debit Card,Valid,South
4555,3993,5092,2023-12-11,2023-12,South,"1,058.57",Completed,South,Credit Card,Valid,South
4556,4274,5478,2023-12-11,2023-12,East,971.78,Completed,East,PayPal,Valid,East
4557,4348,4847,2023-12-11,2023-12,North,639.26,Completed,North,Debit Card,Valid,North
4558,4569,2698,2023-12-11,2023-12,South,260.61,Completed,South,Credit Card,Valid,South
4559,4852,7658,2023-12-11,2023-12,West,"2,466.97",Completed,West,Debit Card,Valid,West
4560,68,6529,2023-12-12,2023-12,Central,796.95,Completed,Central,Apple Pay,Valid,Central
4561,74,5998,2023-12-12,2023-12,Central,"1,859.56",Completed,Central,PayPal,Valid,Central
4562,93,4392,2023-12-12,2023-12,Central,"2,742.27",Completed,Central,Credit Card,Valid,Central
4563,538,5662,2023-12-12,2023-12,West,140.76,Completed,West,PayPal,Valid,West
4564,649,8554,2023-12-12,2023-12,West,663.90,Completed,West,PayPal,Valid,West
4565,911,5585,2023-12-12,2023-12,West,"3,958.46",Completed,West,Credit Card,Valid,West
4566,979,1777,2023-12-12,2023-12,Central,132.98,Completed,Central,Apple Pay,Valid,Central
4567,1068,5163,2023-12-12,2023-12,East,664.52,Completed,East,Apple Pay,Valid,East
4568,1153,7037,2023-12-12,2023-12,Central,"2,076.31",Completed,Central,Apple Pay,Valid,Central
4569,1164,1881,2023-12-12,2023-12,Central,"1,768.60",Completed,Central,PayPal,Valid,Central
4570,1246,5092,2023-12-12,2023-12,South,"2,150.67",Completed,South,Credit Card,Valid,South
4571,1299,9710,2023-12-12,2023-12,North,154.02,Completed,North,Debit Card,Valid,North
4572,1592,3287,2023-12-12,2023-12,Unknown,193.80,Completed,Unknown,Credit Card,Valid,Unknown
4573,1634,8430,2023-12-12,2023-12,West,"1,369.14",Completed,West,Debit Card,Valid,West
4574,1776,4111,2023-12-12,2023-12,West,816.58,Completed,West,PayPal,Valid,West
4575,2087,6319,2023-12-12,2023-12,North,783.34,Completed,North,Debit Card,Valid,North
4576,2227,7773,2023-12-12,2023-12,Central,526.10,Completed,Central,Apple Pay,Valid,Central
4577,2491,7718,2023-12-12,2023-12,East,"4,337.75",Completed,East,Debit Card,Valid,East
4578,2810,5024,2023-12-12,2023-12,North,"2,521.85",Completed,North,PayPal,Valid,North
4579,3490,9529,2023-12-12,2023-12,South,"3,276.92",Completed,South,Credit Card,Valid,South
4580,3659,2267,2023-12-12,2023-12,South,278.93,Completed,South,PayPal,Valid,South
4581,4050,4284,2023-12-12,2023-12,Central,"1,575.79",Completed,Central,Debit Card,Valid,Central
4582,4184,8314,2023-12-12,2023-12,West,"1,439.25",Completed,West,Credit Card,Valid,West
4583,4353,5692,2023-12-12,2023-12,Central,449.48,Completed,Central,Debit Card,Valid,Central
4584,4690,4676,2023-12-12,2023-12,South,"1,856.70",Completed,South,Credit Card,Valid,South
4585,4723,1759,2023-12-12,2023-12,West,"1,501.51",Completed,West,Debit Card,Valid,West
4586,4746,1413,2023-12-12,2023-12,East,196.53,Completed,East,PayPal,Valid,East
4587,4965,6754,2023-12-12,2023-12,South,651.52,Completed,South,Apple Pay,Valid,South
4588,69,9673,2023-12-13,2023-12,North,471.55,Completed,North,Credit Card,Valid,North
4589,212,3663,2023-12-13,2023-12,South,562.51,Completed,South,Debit Card,Valid,South
4590,334,5077,2023-12-13,2023-12,East,"2,016.04",Completed,East,PayPal,Valid,East
4591,438,1949,2023-12-13,2023-12,East,131.91,Completed,East,PayPal,Valid,East
4592,668,6466,2023-12-13,2023-12,South,"2,094.95",Completed,South,Credit Card,Valid,South
4593,700,8518,2023-12-13,2023-12,West,628.59,Completed,West,Apple Pay,Valid,West
4594,1079,1714,2023-12-13,2023-12,South,968.43,Returned,South,Debit Card,Valid,South
4595,2576,2864,2023-12-13,2023-12,South,"2,724.64",Completed,South,Credit Card,Valid,South
4596,3597,4108,2023-12-13,2023-12,West,560.19,Completed,West,Apple Pay,Valid,West
4597,3946,9073,2023-12-13,2023-12,North,412.02,Completed,North,Debit Card,Valid,North
4598,4029,8100,2023-12-13,2023-12,North,"4,004.41",Completed,North,Credit Card,Valid,North
4599,4123,7337,2023-12-13,2023-12,East,327.39,Completed,East,Credit Card,Valid,East
4600,4411,9933,2023-12-13,2023-12,East,30.63,Completed,East,PayPal,Valid,East
4601,4589,6080,2023-12-13,2023-12,West,142.86,Completed,West,Credit Card,Valid,West
4602,4687,7310,2023-12-13,2023-12,North,278.93,Cancelled,North,Apple Pay,Valid,North
4603,370,7356,2023-12-14,2023-12,Central,"1,206.50",Completed,Central,PayPal,Valid,Central
4604,417,6325,2023-12-14,2023-12,North,"1,675.49",Completed,North,Debit Card,Valid,North
4605,851,9053,2023-12-14,2023-12,South,"1,312.53",Completed,South,Apple Pay,Valid,South
4606,964,3132,2023-12-14,2023-12,Central,"6,289.37",Completed,Central,Apple Pay,Valid,Central
4607,966,1056,2023-12-14,2023-12,West,"1,871.48",Completed,West,Apple Pay,Valid,West
4608,1381,1092,2023-12-14,2023-12,North,"2,284.44",Completed,North,PayPal,Valid,North
4609,1578,5549,2023-12-14,2023-12,South,"2,583.96",Completed,South,PayPal,Valid,South
4610,1674,5209,2023-12-14,2023-12,South,"1,395.14",Completed,South,Apple Pay,Valid,South
4611,1687,7592,2023-12-14,2023-12,Central,"3,888.27",Completed,Central,Apple Pay,Valid,Central
4612,1705,5759,2023-12-14,2023-12,West,539.10,Completed,West,Debit Card,Valid,West
4613,1850,8116,2023-12-14,2023-12,West,599.34,Completed,West,Credit Card,Valid,West
4614,2011,8551,2023-12-14,2023-12,South,"1,259.36",Completed,South,PayPal,Valid,South
4615,2055,1119,2023-12-14,2023-12,Central,200.91,Completed,Central,Debit Card,Valid,Central
4616,2129,7439,2023-12-14,2023-12,East,"1,200.08",Completed,East,Debit Card,Valid,East
4617,2296,7842,2023-12-14,2023-12,West,166.77,Completed,West,Credit Card,Valid,West
4618,2566,7450,2023-12-14,2023-12,East,"2,190.74",Completed,East,PayPal,Valid,East
4619,2755,1498,2023-12-14,2023-12,North,"3,106.49",Completed,North,Apple Pay,Valid,North
4620,2925,5368,2023-12-14,2023-12,Unknown,"1,007.50",Completed,Unknown,Credit Card,Valid,Unknown
4621,3003,8087,2023-12-14,2023-12,East,240.57,Completed,East,Debit Card,Valid,East
4622,3048,8100,2023-12-14,2023-12,North,"4,147.67",Completed,North,PayPal,Valid,North
4623,3101,1499,2023-12-14,2023-12,East,"2,661.89",Completed,East,Debit Card,Valid,East
